obs,ATS,DEM,DKK,ITL1000
"1996/01/22",13.78,96.9,25.05,90.18
"1996/01/23",13.84,97.33,25.15,89.89
"1996/01/24",13.81,97.1,25.11,90.49
"1996/01/25",13.87,97.54,25.22,90.56
"1996/01/26",13.89,97.65,25.24,90.45
"1996/01/29",13.89,97.66,25.25,90.63
"1996/01/30",13.89,97.67,25.24,90.85
"1996/01/31",13.85,97.43,25.17,90.79
"1996/02/01",13.86,97.44,25.18,91.65
"1996/02/02",13.87,97.53,25.21,91.8
"1996/02/05",13.93,97.96,25.32,91.79
"1996/02/06",13.97,98.25,25.4,91.68
"1996/02/07",13.94,98.01,25.33,91.88
"1996/02/08",13.93,97.94,25.3,91.98
"1996/02/09",13.96,98.18,25.34,92.31
"1996/02/12",13.94,98.05,25.33,91.94
"1996/02/13",13.96,98.14,25.37,92.3
"1996/02/14",14,98.43,25.43,91.48
"1996/02/15",14.04,98.73,25.47,91.06
"1996/02/16",14.02,98.56,25.48,91.33
"1996/02/19",14.11,99.22,25.65,90.8
"1996/02/20",14.09,99.05,25.57,90.65
"1996/02/21",14.08,99,25.59,91.17
"1996/02/22",14.08,99.06,25.62,91.77
"1996/02/23",14.08,99.03,25.62,91.89
"1996/02/26",14.13,99.42,25.71,92.09
"1996/02/27",14.09,99.05,25.62,92.36
"1996/02/28",14.04,98.77,25.55,93.02
"1996/02/29",14.01,98.49,25.49,93.19
"1996/03/01",13.98,98.34,25.46,93.13
"1996/03/04",14.01,98.53,25.51,93.18
"1996/03/05",13.96,98.14,25.42,93.63
"1996/03/06",13.97,98.21,25.42,93.46
"1996/03/07",13.98,98.33,25.46,93.32
"1996/03/08",14.01,98.53,25.5,93.23
"1996/03/11",14.02,98.62,25.5,93.22
"1996/03/12",14.01,98.54,25.51,93.53
"1996/03/13",14.09,99.07,25.64,93.28
"1996/03/14",14.1,99.11,25.64,92.88
"1996/03/18",14.08,99.04,25.63,93.22
"1996/03/19",14.07,98.95,25.6,93.56
"1996/03/20",14.09,99.06,25.65,93.84
"1996/03/21",14.09,99.11,25.67,94.07
"1996/03/22",14.1,99.17,25.68,93.6
"1996/03/25",14.1,99.17,25.68,93.7
"1996/03/26",14.1,99.17,25.68,93.31
"1996/03/27",14.08,99,25.65,92.99
"1996/03/28",14.09,99.1,25.66,93.18
"1996/03/29",14.14,99.44,25.77,93.37
"1996/04/01",14.11,99.26,25.72,93.65
"1996/04/02",14.11,99.26,25.71,93.78
"1996/04/03",14.12,99.31,25.73,94.02
"1996/04/04",14.14,99.41,25.75,94.28
"1996/04/05",14.13,99.37,25.74,94.24
"1996/04/09",14.11,99.23,25.71,94.15
"1996/04/10",14.05,98.85,25.6,94.15
"1996/04/11",14.05,98.79,25.6,94.61
"1996/04/12",14.07,98.96,25.64,94.55
"1996/04/15",14.02,98.56,25.54,94.79
"1996/04/16",14.06,98.81,25.61,94.53
"1996/04/17",14.04,98.75,25.58,94.53
"1996/04/18",14.08,99.04,25.65,94.67
"1996/04/19",14.08,99.03,25.66,94.83
"1996/04/22",14.01,98.55,25.55,95.96
"1996/04/23",14.01,98.54,25.55,96.62
"1996/04/24",14,98.47,25.53,96.23
"1996/04/25",13.99,98.4,25.53,96.46
"1996/04/26",13.98,98.38,25.52,96.3
"1996/04/29",14.02,98.59,25.58,96.23
"1996/04/30",14.03,98.68,25.6,96.33
"1996/05/02",14.02,98.66,25.6,96.77
"1996/05/03",14.05,98.88,25.65,96.57
"1996/05/06",14.06,98.96,25.66,96.62
"1996/05/07",14.08,99.01,25.67,96.87
"1996/05/08",14.07,98.99,25.65,96.76
"1996/05/09",14.15,99.53,25.76,96.73
"1996/05/10",14.13,99.39,25.75,96.88
"1996/05/13",14.07,99.02,25.65,97.22
"1996/05/14",14.07,99.02,25.64,97.78
"1996/05/15",14.1,99.19,25.71,97.83
"1996/05/16",14.1,99.19,25.71,97.91
"1996/05/17",14.11,99.29,25.72,97.92
"1996/05/20",14.08,99.11,25.68,98.21
"1996/05/21",14.09,99.15,25.68,97.95
"1996/05/22",14.07,98.99,25.64,97.91
"1996/05/23",14.07,99.01,25.64,97.85
"1996/05/24",14.07,99.03,25.64,97.8
"1996/05/28",14.06,98.93,25.61,98.29
"1996/05/29",14.06,98.97,25.63,98.28
"1996/05/30",14.15,99.54,25.78,98.42
"1996/05/31",14.13,99.4,25.73,98.48
"1996/06/03",14.18,99.74,25.83,98.42
"1996/06/04",14.14,99.46,25.76,98.49
"1996/06/05",14.14,99.47,25.76,98.59
"1996/06/06",14.17,99.69,25.82,98.57
"1996/06/07",14.18,99.77,25.84,98.61
"1996/06/10",14.16,99.66,25.82,98.64
"1996/06/11",14.17,99.75,25.84,98.77
"1996/06/12",14.16,99.66,25.82,98.76
"1996/06/13",14.2,99.89,25.9,98.85
"1996/06/14",14.26,100.31,26,98.93
"1996/06/17",14.26,100.29,26,98.66
"1996/06/18",14.27,100.44,26.06,98.88
"1996/06/19",14.28,100.48,26.08,99.32
"1996/06/20",14.26,100.33,26.05,99.63
"1996/06/21",14.24,100.22,26.03,99.63
"1996/06/24",14.22,100.07,26,99.45
"1996/06/25",14.22,100.14,26,99.85
"1996/06/26",14.25,100.27,26.04,99.91
"1996/06/27",14.27,100.45,26.06,99.9
"1996/06/28",14.28,100.51,26.08,99.72
"1996/07/01",14.29,100.54,26.11,99.76
"1996/07/02",14.29,100.51,26.09,100.01
"1996/07/03",14.28,100.48,26.08,99.91
"1996/07/04",14.31,100.72,26.14,100.33
"1996/07/05",14.3,100.65,26.13,100.27
"1996/07/08",14.29,100.59,26.11,100.21
"1996/07/09",14.34,100.94,26.19,100.3
"1996/07/10",14.34,100.94,26.2,100.27
